Country,Code,Year,GDP_per_capita
Germany,DEU,2022,46647.793
Ghana,GHA,2000,2100.293
Ghana,GHA,2001,2143.1062
Ghana,GHA,2002,2192.0203
Ghana,GHA,2003,2256.8174
Ghana,GHA,2004,2329.5156
Ghana,GHA,2005,2411.2876
Ghana,GHA,2006,2503.9578
Ghana,GHA,2007,2553.1658
Ghana,GHA,2008,2725.7883
Ghana,GHA,2009,2793.8708
Ghana,GHA,2010,2946.0393
Ghana,GHA,2011,3283
Ghana,GHA,2012,3467.1042
Ghana,GHA,2013,3621.6008
Ghana,GHA,2014,3627.8384
Ghana,GHA,2015,3610.646
Ghana,GHA,2016,3640.779
Ghana,GHA,2017,3841.8796
Ghana,GHA,2018,3983.1216
Ghana,GHA,2019,4143.3774
Ghana,GHA,2020,4069.252
Ghana,GHA,2021,4190.578
Ghana,GHA,2022,4242.4106
Greece,GRC,2000,20965.332
Greece,GRC,2001,21913.797
Greece,GRC,2002,22893.959
Greece,GRC,2003,24380.066
Greece,GRC,2004,25780.385
Greece,GRC,2005,26091.523
Greece,GRC,2006,27731.111
Greece,GRC,2007,28822.916
Greece,GRC,2008,28907.926
Greece,GRC,2009,27839.898
Greece,GRC,2010,26517.465
Greece,GRC,2011,24349
Greece,GRC,2012,22746.207
Greece,GRC,2013,22335.27
Greece,GRC,2014,22591.598
Greece,GRC,2015,22696.203
Greece,GRC,2016,22679.81
Greece,GRC,2017,22972.889
Greece,GRC,2018,23403.611
Greece,GRC,2019,23869.793
Greece,GRC,2020,21767.22
Greece,GRC,2021,23732.201
Greece,GRC,2022,25283.906
Hungary,HUN,2000,13129.273
Hungary,HUN,2001,13933.562
Hungary,HUN,2002,14899.307
Hungary,HUN,2003,15829.9
Hungary,HUN,2004,16999.006
Hungary,HUN,2005,18140.617
Hungary,HUN,2006,19253.062
Hungary,HUN,2007,19763.791
Hungary,HUN,2008,20380.63
Hungary,HUN,2009,19461.07
Hungary,HUN,2010,20036.334
Hungary,HUN,2011,20886
Hungary,HUN,2012,20731.67
Hungary,HUN,2013,21163.564
Hungary,HUN,2014,22118.75
Hungary,HUN,2015,22993.375
Hungary,HUN,2016,23568.926
Hungary,HUN,2017,24641.197
Hungary,HUN,2018,25995.51
Hungary,HUN,2019,27272.312
Hungary,HUN,2020,26091.4
Hungary,HUN,2021,28085.963
Hungary,HUN,2022,29451.855
India,IND,2000,2753.0854
India,IND,2001,2837.8555
India,IND,2002,2870.9236
India,IND,2003,3035.9226
India,IND,2004,3212.511
India,IND,2005,3396.6487
India,IND,2006,3629.4111
India,IND,2007,3870.699
India,IND,2008,4030.6543
India,IND,2009,4270.708
India,IND,2010,4525.7456
India,IND,2011,4768
India,IND,2012,4982.083
India,IND,2013,5224.1445
India,IND,2014,5524.1147
India,IND,2015,5869.8467
India,IND,2016,6326.0645
India,IND,2017,6638.7275
India,IND,2018,7046.4365
India,IND,2019,7293.9897
India,IND,2020,6730.547
India,IND,2021,7315.1216
India,IND,2022,7765.593
Iran,IRN,2000,9104.763
Iran,IRN,2001,9620.627
Iran,IRN,2002,10467.371
Iran,IRN,2003,11502.853
Iran,IRN,2004,12404.323
Iran,IRN,2005,13110.143
Iran,IRN,2006,14185.753
Iran,IRN,2007,15467.107
Iran,IRN,2008,15739.983
Iran,IRN,2009,16575.07
Iran,IRN,2010,17751.33
Iran,IRN,2011,18024
Iran,IRN,2012,17556.533
Iran,IRN,2013,16842.896
Iran,IRN,2014,17449.938
Iran,IRN,2015,16922.88
Iran,IRN,2016,17738.059
Iran,IRN,2017,18416.479
Iran,IRN,2018,18154.533
Iran,IRN,2019,17400.414
Iran,IRN,2020,17296.264
Iran,IRN,2021,18052.37
Iran,IRN,2022,18473.066
Iraq,IRQ,2000,3649.493
Iraq,IRQ,2001,4147.6484
Iraq,IRQ,2002,4631.6523
Iraq,IRQ,2003,3782.4526
Iraq,IRQ,2004,6061.5547
Iraq,IRQ,2005,6441.41
Iraq,IRQ,2006,7117.6133
Iraq,IRQ,2007,7587.6055
Iraq,IRQ,2008,8587.265
Iraq,IRQ,2009,9268.709
Iraq,IRQ,2010,10274.33
Iraq,IRQ,2011,11484
Iraq,IRQ,2012,12521.541
Iraq,IRQ,2013,12877.205
Iraq,IRQ,2014,12559.504
Iraq,IRQ,2015,12574.508
Iraq,IRQ,2016,14173.763
Iraq,IRQ,2017,13403.638
Iraq,IRQ,2018,13724.742
Iraq,IRQ,2019,14203.617
Iraq,IRQ,2020,11717.375
Iraq,IRQ,2021,12355.587
Iraq,IRQ,2022,13071.94
Ireland,IRL,2000,38806.5
Ireland,IRL,2001,40966.332
Ireland,IRL,2002,43012.816
Ireland,IRL,2003,44372.758
Ireland,IRL,2004,47028.863
Ireland,IRL,2005,49223.383
Ireland,IRL,2006,51296.195
Ireland,IRL,2007,52322.23
Ireland,IRL,2008,49583.14
Ireland,IRL,2009,47375.734
Ireland,IRL,2010,48623.81
Ireland,IRL,2011,48980
Ireland,IRL,2012,47360.09
Ireland,IRL,2013,48181.234
Ireland,IRL,2014,50732.348
Ireland,IRL,2015,53196.598
Ireland,IRL,2016,53686.844
Ireland,IRL,2017,55465.652
Ireland,IRL,2018,58083.45
Ireland,IRL,2019,59733.91
Ireland,IRL,2020,55134.855
Ireland,IRL,2021,57278.42
Ireland,IRL,2022,60257.082
Israel,ISR,2000,26058.84
Israel,ISR,2001,25427.32
Israel,ISR,2002,24823.553
Israel,ISR,2003,24545.244
Israel,ISR,2004,25210.879
Israel,ISR,2005,25686.406
Israel,ISR,2006,26571.256
Israel,ISR,2007,27624.883
Israel,ISR,2008,27857.62
Israel,ISR,2009,27644.697
Israel,ISR,2010,28575.531
Israel,ISR,2011,29370
Israel,ISR,2012,29580.836
Israel,ISR,2013,30316.602
Israel,ISR,2014,30906.148
Israel,ISR,2015,31050.408
Israel,ISR,2016,31822.875
Israel,ISR,2017,32549.818
Israel,ISR,2018,33227.125
Israel,ISR,2019,33951.89
Israel,ISR,2020,32730.943
Israel,ISR,2021,34969.016
Israel,ISR,2022,36648.918
Italy,ITA,2000,32716.98
Italy,ITA,2001,33511.434
Italy,ITA,2002,33780.055
Italy,ITA,2003,33917.8
Italy,ITA,2004,34472.13
Italy,ITA,2005,34872.125
Italy,ITA,2006,35713.805
Italy,ITA,2007,36310.734
Italy,ITA,2008,35942.938
Italy,ITA,2009,34055.227
Italy,ITA,2010,34765.938
Italy,ITA,2011,35151
Italy,ITA,2012,34010.035
Italy,ITA,2013,33317.242
Italy,ITA,2014,33310.703
Italy,ITA,2015,33620.742
Italy,ITA,2016,34120.42
Italy,ITA,2017,34754.77
Italy,ITA,2018,35149.824
Italy,ITA,2019,35407.242
Italy,ITA,2020,32385.326
Italy,ITA,2021,34827.137
Italy,ITA,2022,36224.293
Japan,JPN,2000,33210.81
Japan,JPN,2001,33246.39
Japan,JPN,2002,33195.402
Japan,JPN,2003,33619.95
Japan,JPN,2004,34313.56
Japan,JPN,2005,34857.754
Japan,JPN,2006,35333.113
Japan,JPN,2007,35892.71
Japan,JPN,2008,35496.227
Japan,JPN,2009,33590.01
Japan,JPN,2010,35011.402
Japan,JPN,2011,34979
Japan,JPN,2012,35537.438
Japan,JPN,2013,36312.348
Japan,JPN,2014,36440.215
Japan,JPN,2015,37053.176
Japan,JPN,2016,37384.56
Japan,JPN,2017,38078.96
Japan,JPN,2018,38403.68
Japan,JPN,2019,38332.934
Japan,JPN,2020,36826.64
Japan,JPN,2021,37678.277
Japan,JPN,2022,38268.79
Kuwait,KWT,2000,35844.746
Kuwait,KWT,2001,37225.87
Kuwait,KWT,2002,39943.15
Kuwait,KWT,2003,48809.71
Kuwait,KWT,2004,55911.793
Kuwait,KWT,2005,62959.6
Kuwait,KWT,2006,68546.14
Kuwait,KWT,2007,73096.87
Kuwait,KWT,2008,75138.12
Kuwait,KWT,2009,70072.73
Kuwait,KWT,2010,68865.31
Kuwait,KWT,2011,77126
Kuwait,KWT,2012,80657.13
Kuwait,KWT,2013,80098.64
Kuwait,KWT,2014,79103.414
Kuwait,KWT,2015,78261.195
Kuwait,KWT,2016,79289.17
Kuwait,KWT,2017,74427.02
Kuwait,KWT,2018,75163.984
Kuwait,KWT,2019,73748.44
Kuwait,KWT,2020,66365.99
Kuwait,KWT,2021,66418.2
Kuwait,KWT,2022,71533.516
Malaysia,MYS,2000,13474.701
Malaysia,MYS,2001,13307.215
Malaysia,MYS,2002,13809.872
Malaysia,MYS,2003,14362.155
Malaysia,MYS,2004,15087.251
Malaysia,MYS,2005,15651.118
Malaysia,MYS,2006,16353.924
Malaysia,MYS,2007,17209.584
Malaysia,MYS,2008,17865.64
Malaysia,MYS,2009,17430.445
Malaysia,MYS,2010,18574.299
Malaysia,MYS,2011,19390
Malaysia,MYS,2012,20162.178
Malaysia,MYS,2013,20819.164
Malaysia,MYS,2014,21769.006
Malaysia,MYS,2015,22550.342
Malaysia,MYS,2016,23251.902
Malaysia,MYS,2017,24301.559
Malaysia,MYS,2018,25175.799
Malaysia,MYS,2019,25986.412
Malaysia,MYS,2020,24279.316
Malaysia,MYS,2021,24764.65
Malaysia,MYS,2022,26628.707
Mexico,MEX,2000,12613.396
Mexico,MEX,2001,12565.465
Mexico,MEX,2002,12645.504
Mexico,MEX,2003,12793.956
Mexico,MEX,2004,13287.6
Mexico,MEX,2005,13655.801
Mexico,MEX,2006,14287.559
Mexico,MEX,2007,14684.728
Mexico,MEX,2008,14808.09
Mexico,MEX,2009,14026.989
Mexico,MEX,2010,14697.298
Mexico,MEX,2011,15210
Mexico,MEX,2012,15547.994
Mexico,MEX,2013,15614.781
Mexico,MEX,2014,15883.877
Mexico,MEX,2015,16235.004
Mexico,MEX,2016,16705.047
Mexico,MEX,2017,16900.13
Mexico,MEX,2018,17055.117
Mexico,MEX,2019,16802.014
Mexico,MEX,2020,15253.691
Mexico,MEX,2021,15853.376
Mexico,MEX,2022,16235.455
New Zealand,NZL,2000,26823.018
New Zealand,NZL,2001,27167.318
New Zealand,NZL,2002,28065.855
New Zealand,NZL,2003,28876.287
New Zealand,NZL,2004,29806.734
New Zealand,NZL,2005,30270.248
New Zealand,NZL,2006,30798.63
New Zealand,NZL,2007,31784.441
New Zealand,NZL,2008,31444.633
New Zealand,NZL,2009,31233.076
New Zealand,NZL,2010,31586.09
New Zealand,NZL,2011,32057
New Zealand,NZL,2012,32714.732
New Zealand,NZL,2013,33109.26
New Zealand,NZL,2014,33591.32
New Zealand,NZL,2015,34248.477
New Zealand,NZL,2016,34879.938
New Zealand,NZL,2017,35573.965
New Zealand,NZL,2018,36420.047
New Zealand,NZL,2019,36912.074
New Zealand,NZL,2020,35853.69
New Zealand,NZL,2021,37837.457
New Zealand,NZL,2022,38250.12
North Korea,PRK,2000,1657.1444
North Korea,PRK,2001,1704.3733
North Korea,PRK,2002,1710.9496
North Korea,PRK,2003,1729.6221
North Korea,PRK,2004,1753.6919
North Korea,PRK,2005,1808.0618
North Korea,PRK,2006,1778.4956
North Korea,PRK,2007,1746.9276
North Korea,PRK,2008,1794.6573
North Korea,PRK,2009,1768.8898
North Korea,PRK,2010,1751.4363
North Korea,PRK,2011,1756.6108
North Korea,PRK,2012,1770.9209
North Korea,PRK,2013,1781.3009
North Korea,PRK,2014,1791.3436
North Korea,PRK,2015,1762.5167
North Korea,PRK,2016,1821.212
North Korea,PRK,2017,1749.0596
North Korea,PRK,2018,1668.5446
North Korea,PRK,2019,1666.8143
North Korea,PRK,2020,1584.3771
North Korea,PRK,2021,1577.1321
North Korea,PRK,2022,1568.847
Pakistan,PAK,2000,3154.5115
Pakistan,PAK,2001,3176.9468
Pakistan,PAK,2002,3265.6865
Pakistan,PAK,2003,3437.992
Pakistan,PAK,2004,3664.5334
Pakistan,PAK,2005,3883.9346
Pakistan,PAK,2006,4062.6665
Pakistan,PAK,2007,4160.365
Pakistan,PAK,2008,4224.405
Pakistan,PAK,2009,4288.462
Pakistan,PAK,2010,4354.267
Pakistan,PAK,2011,4464
Pakistan,PAK,2012,4538.3457
Pakistan,PAK,2013,4638.1616
Pakistan,PAK,2014,4750.878
Pakistan,PAK,2015,4889.915
Pakistan,PAK,2016,5030.8354
Pakistan,PAK,2017,5189.937
Pakistan,PAK,2018,5299.071
Pakistan,PAK,2019,5219.534
Pakistan,PAK,2020,5242.6953
Pakistan,PAK,2021,5463.7744
Pakistan,PAK,2022,5531.723
Portugal,PRT,2000,23372.041
Portugal,PRT,2001,23751.371
Portugal,PRT,2002,23896.459
Portugal,PRT,2003,23677.52
Portugal,PRT,2004,24142.766
Portugal,PRT,2005,24377.95
Portugal,PRT,2006,24809.04
Portugal,PRT,2007,25477.205
Portugal,PRT,2008,25590.88
Portugal,PRT,2009,24902.457
Portugal,PRT,2010,25463.164
Portugal,PRT,2011,25133
Portugal,PRT,2012,24211.438
Portugal,PRT,2013,24119.96
Portugal,PRT,2014,24442.387
Portugal,PRT,2015,24983.701
Portugal,PRT,2016,25568.695
Portugal,PRT,2017,26529.986
Portugal,PRT,2018,27329.69
Portugal,PRT,2019,28056.057
Portugal,PRT,2020,25700.283
Portugal,PRT,2021,27138.479
Portugal,PRT,2022,28992.059
Qatar,QAT,2000,45788.12
Qatar,QAT,2001,50525.707
Qatar,QAT,2002,57541.1
Qatar,QAT,2003,62234.215
Qatar,QAT,2004,74372.93
Qatar,QAT,2005,76808.42
Qatar,QAT,2006,90120.92
Qatar,QAT,2007,97912.69
Qatar,QAT,2008,107402.055
Qatar,QAT,2009,115283.414
Qatar,QAT,2010,134802.78
Qatar,QAT,2011,155533
Qatar,QAT,2012,154339.81
Qatar,QAT,2013,155657.12
Qatar,QAT,2014,157712.9
Qatar,QAT,2015,159800.19
Qatar,QAT,2016,160051.23
Qatar,QAT,2017,153819.11
Qatar,QAT,2018,152453.81
Qatar,QAT,2019,150732.22
Qatar,QAT,2020,143118.53
Qatar,QAT,2021,143468.75
Qatar,QAT,2022,149171.11
Russia,RUS,2000,10552.885
Russia,RUS,2001,11391.194
Russia,RUS,2002,12259.477
Russia,RUS,2003,13521.239
Russia,RUS,2004,14880.979
Russia,RUS,2005,16243.101
Russia,RUS,2006,18008.336
Russia,RUS,2007,20018.123
Russia,RUS,2008,21563.463
Russia,RUS,2009,20335.559
Russia,RUS,2010,21737.385
Russia,RUS,2011,23130
Russia,RUS,2012,24020.31
Russia,RUS,2013,24389.973
Russia,RUS,2014,24135.035
Russia,RUS,2015,23607.953
Russia,RUS,2016,23610.37
Russia,RUS,2017,24013.967
Russia,RUS,2018,24690.082
Russia,RUS,2019,25244.12
Russia,RUS,2020,24625.385
Russia,RUS,2021,26119.947
Russia,RUS,2022,25437.107
Saudi Arabia,SAU,2000,23904.516
Saudi Arabia,SAU,2001,24191.996
Saudi Arabia,SAU,2002,24053.975
Saudi Arabia,SAU,2003,27367.094
Saudi Arabia,SAU,2004,30233.512
Saudi Arabia,SAU,2005,32700.332
Saudi Arabia,SAU,2006,34483.043
Saudi Arabia,SAU,2007,36070.316
Saudi Arabia,SAU,2008,39393.43
Saudi Arabia,SAU,2009,39671.555
Saudi Arabia,SAU,2010,42737.656
Saudi Arabia,SAU,2011,48470
Saudi Arabia,SAU,2012,49835.047
Saudi Arabia,SAU,2013,50021.12
Saudi Arabia,SAU,2014,50790.992
Saudi Arabia,SAU,2015,51941.598
Saudi Arabia,SAU,2016,51959.074
Saudi Arabia,SAU,2017,50593.27
Saudi Arabia,SAU,2018,50906.484
Saudi Arabia,SAU,2019,50123.336
Saudi Arabia,SAU,2020,46723.93
Saudi Arabia,SAU,2021,49841.145
Saudi Arabia,SAU,2022,53516.91
